final_sentence,grammar_score,coherence_score,word,sentence_meaning
What is the subject of this poem?,0.87,1,poem,이 시의 주제는 무엇입니까?
Computers **displaced** typewriters from many offices quickly.,0.6,1,type,컴퓨터는 많은 사무실에서 타자기를 빠르게 **대체**했습니다.
Do you write in your diary every day?,1.01,1,diary,매일 일기를 쓰시나요?
He is the narrator of documentaries about wild animals.,0.81,1,narrator,그는 야생 동물에 관한 다큐멘터리의 내레이터입니다.
There is a clock on the table.,0.87,1,clock,테이블 위에 시계가 있습니다.
There is a calendar on the wall.,0.87,1,calendar,벽에 달력이 있어요.
What's the date today? Let's meet at two tomorrow.,0.9,1,date,오늘은 무슨 날이에요? 내일 두 시에 만나요.
The alarm clock alarmed me at three o'clock.,0.99,1,alarm,알람시계가 오후 3시에 울렸어요.
What time is it now? It's five ten.,0.82,1,now,지금 몇 시예요? 다섯 시 십 분이에요.
What's the date today? Tomorrow is Tuesday.,0.84,0,today,오늘은 무슨 날인가요? 내일은 화요일이에요.
"The date today is tomorrow, tomorrow is Tuesday.",0.85,1,tomorrow,"오늘은 내일이고, 내일은 화요일입니다."
Today is Monday.,0.84,1,Monday,오늘은 월요일입니다.
Tomorrow is Tuesday. Tomorrow is Monday. Tomorrow is Monday. Tomorrow is Monday. Tomorrow is Monday. Tomorrow is Monday. Tomorrow is Monday. Tomorrow is Monday. Tomorrow is Monday. Tomorrow is Monday. Tomorrow is Monday. Tomorrow is Monday. Tomorrow,0.47,1,Tuesday,내일은 화요일입니다. 내일은 월요일입니다. 내일은 월요일입니다. 내일은 월요일입니다. 내일은 월요일입니다. 내일은 월요일입니다. 내일은 월요일입니다. 내일은 월요일입니다. 내일은 월요일입니다. 내일은 월요일입니다. 내일은 월요일입니다. 내일은 월요일입니다. 내일은 월요일입니다. 내일은 월요일입니다. 내일은 월요일입니다. 내일은 월요일입니다. 내일은 월요일입니다. 내일은 월요일입니다.
Yesterday was Sunday. Today is Monday. Tomorrow is Tuesday. What day is it?,0.68,1,Sunday,어제는 일요일이었습니다. 오늘은 월요일입니다. 내일은 화요일입니다. 무슨 요일입니까?
"Yesterday was Sunday, a week has seven days.",1.01,1,week,"어제는 일요일이었고, 일주일은 7일이에요."
How about tonight? What time is it now?,0.85,1,tonight,오늘 밤은 어때요? 지금 몇 시예요?
"The past is important, but the future is more important.",0.8,1,past,"과거는 중요하지만, 미래는 더 중요합니다."
We have a quiz tomorrow.,1.0,1,quiz,내일은 퀴즈가 있어요.
They did a phone survey of TV programs.,1.0,1,survey,그들은 TV 프로그램에 대한 전화 설문조사를 했습니다.
I have some questions about the lesson plan.,1.0,1,question,수업 계획에 대해 몇 가지 질문이 있습니다.
I must study English on Mondays.,0.99,1,English,나는 월요일에 영어를 공부해야 한다.
"English is becoming a global language, I must study.",0.97,1,language,영어가 세계어가 되어가고 있으니 공부해야 합니다.
"This sentence includes the word ""I’ll show you an example of how we use gestures.** This sentence includes the word ""I'll show you an example"" exactly as specified, and it follows the other rules outlined in the",0.76,1,example,"이 문장에는 &quot;제스처를 사용하는 방법의 예를 보여드리겠습니다.&quot;라는 단어가 포함되어 있습니다.** 이 문장에는 &quot;제스처를 사용하는 방법의 예를 보여드리겠습니다.&quot;라는 단어가 지정된 대로 정확히 포함되어 있으며, 다음에서 설명하는 다른 규칙을 따릅니다."
I have social studies class today.,1.0,1,social studies,오늘은 사회 수업이 있어요.
My favorite subject is English literature.,0.84,1,subject,제가 가장 좋아하는 과목은 영문학이에요.
We have a history class today.,1.0,1,history,오늘은 역사 수업이 있습니다.
We should preserve the natural environment.,0.96,1,environment,우리는 자연환경을 보존해야 합니다.
The illiteracy rate is 15% because they are poor.,0.84,1,illiteracy,"문맹률은 15%인데, 그 이유는 그들이 가난하기 때문이다."
The farmer are there many cows on the farm?,0.59,0,many,"농부님, 농장에 소가 많은가요?"
She is about to pick the plant.,0.94,1,pick,그녀는 식물을 따려고 합니다.
I’ll decide after I look at it.,1.0,1,decide,보고 나서 결정할게요.
"Here is a natural, meaningful English sentence that follows the given rules: This is Jack's case. Here is a pencil case. A judge is in court.",0.8,0,case,다음은 주어진 규칙을 따르는 자연스럽고 의미 있는 영어 문장입니다: 이것은 잭의 사건입니다. 이것은 연필 케이스입니다. 판사가 법정에 있습니다.
I like both of them.,1.01,1,both,둘 다 좋아해요.
"Hold on, please sit down.",0.89,1,wait,"잠깐만요, 앉아주세요."
This gift is for you.,0.88,1,for,이 선물은 당신을 위한 것입니다.
It's behind the box.,0.88,1,behind,상자 뒤에 있어요.
He is from China.,0.86,1,from,그는 중국 사람입니다.
"Hold on, please. Come here, please.",0.87,1,please,잠깐만요. 여기로 와주세요.
The woman is my mom. She is a nurse and scientist.,0.77,1,woman,그 여자는 제 엄마예요. 그녀는 간호사이자 과학자예요.
Isabella is a beautiful princess and her mother.,0.6,1,princess,이사벨라는 아름다운 공주이고 그녀의 어머니입니다.
Spiderman can't fly because he's stuck on Earth.,0.95,1,man,스파이더맨은 지구에 갇혀서 날 수 없습니다.
"Ann is a doctor, she is Ms. Yamada.",0.87,0,Ms.,"앤은 의사이고, 그녀는 야마다 씨입니다."
"Mr. Watson is a kind gentleman. Hello to him, Your father.",0.78,0,Mr.,"왓슨 씨는 친절한 신사입니다. 그에게 안녕하세요, 당신의 아버지."
They are guarding the start. He starts to run.,0.96,0,start,그들은 출발을 지키고 있다. 그는 달리기 시작한다.
"The game ends at five, please wrap it up.",0.99,1,end,게임은 5시에 끝납니다. 마무리해 주세요.
"If you leave right now, you won’t be late.",0.95,1,leave,지금 당장 출발하면 늦지 않을 거야.
"I’m tired, so let’s go outside.",1.01,1,go,피곤하니까 밖으로 나가자.
I come home at 6 p.m.,1.0,1,come home,나는 오후 6시에 집에 온다
We're making groups and can you join us?,0.98,1,join,"우리는 그룹을 만들고 있는데, 당신도 합류할 수 있나요?"
She is fleeing from the prison.,1.0,1,flee,그녀는 감옥에서 도망치고 있다.
I have a watch and will follow instructions.,0.98,1,follow,저는 시계를 가지고 있으므로 지시를 따를 것입니다.
Many teenagers experience fast growth.,0.99,1,growth,많은 청소년들이 빠른 성장을 경험합니다.
Look at this graph before drawing triangles.,0.86,1,graph,삼각형을 그리기 전에 이 그래프를 살펴보세요.
I think that's one of my pictures.,1.0,1,picture,제 사진 중 하나인 것 같아요.
That is his camera.,0.86,1,camera,그것이 그의 카메라예요.
There is a mirror on the wall. I have very good sight.,0.88,0,mirror,벽에 거울이 있어요. 저는 시력이 아주 좋아요.
We saw a preview of the movie on the Internet. We saw a preview of the movie on the Internet.,0.81,1,preview,우리는 인터넷에서 영화 미리보기를 봤어요. 우리는 인터넷에서 영화 미리보기를 봤어요.
I think this book is boring.,1.01,1,boring,이 책은 지루하다고 생각해요.
I’m bored and need something exciting.,0.99,1,bored,나는 지루해서 뭔가 신나는 게 필요해.
He is a nice but dull man.,0.87,1,dull,그는 착하지만 지루한 사람이다.
"I'm lying on the floor, wearing flat shoes.",0.98,1,flat,나는 평底화를 신고 바닥에 누워 있어요.
It's a really ugly dog. You're pretty.,0.83,0,ugly,정말 못생긴 개야. 너는 예쁘잖아.
"I am slow and lazy, he's tired.",0.63,1,lazy,"나는 느리고 게으르고, 그는 피곤하다."
I want a hot dog.,1.01,1,hot,핫도그 먹고 싶어.
We're excited about it.,0.87,1,excited,우리는 그것에 대해 기대하고 있습니다.
I have a pair of shoes that fit my sneakers.,0.95,1,pair,내 운동화에 맞는 신발 한 켤레를 가지고 있어요.
We are finding new members for our soccer team.,0.97,1,team,우리는 축구팀에 새로운 멤버를 모집하고 있습니다.
"You like cake, he likes sports too.",1.01,0,like,"당신은 케이크를 좋아하고, 그는 스포츠도 좋아해요."
I prefer chocolate ice cream.,1.0,1,prefer,나는 초콜릿 아이스크림을 더 좋아해.
A teacher should treat students without prejudice.,0.98,1,prejudice,교사는 학생들을 편견 없이 대해야 한다.
That farmer is my grandpa.,0.87,1,farmer,저 농부는 제 할아버지예요.
My hometown is a farming village.,0.85,1,farm,내 고향은 농촌이에요.
Look! I have a cow.,0.99,1,cow,보세요! 저는 소를 가지고 있어요.
I'm making a model airplane while I have my doll.,0.92,1,model,인형이 있는 동안 모형 비행기를 만들고 있어요.
Our factory has to hire more workers.,0.99,1,factory,우리 공장에서는 노동자를 더 고용해야 합니다.
Let’s watch the magic show.,1.01,1,magic,마술쇼를 구경해요.
A bag is by the pink lamp.,0.62,1,lamp,분홍색 램프 옆에 가방이 있습니다.
I need yellow ribbons that are exactly one foot long.,0.95,1,ribbon,정확히 1피트 길이의 노란 리본이 필요해요.
This candle is cheap. It’s your balloon.,0.98,0,candle,이 촛불은 싸요. 당신의 풍선이에요.
The movie is fun.,0.86,1,fun,영화가 재밌어요.
What's your hobby is drawing cartoons.,0.99,1,hobby,당신의 취미는 만화를 그리는 것입니다.
We enjoy leisure activities on weekends.,0.98,1,leisure,우리는 주말에 여가 활동을 즐깁니다.
The concert is exciting because Muriel is entertaining.,0.82,1,entertain,그 콘서트는 뮤리얼이 재밌어서 더 재밌어요.
Each of us has the freedom to choose.,1.0,1,freedom,우리 각자는 선택의 자유를 가지고 있습니다.
I won first prize because I’m lucky today.,0.97,1,lucky,오늘은 운이 좋아서 1등을 차지했어요.
Don’t miss this chance. Seven is my lucky number.,0.87,1,chance,이 기회를 놓치지 마세요. 7은 제 행운의 숫자예요.
I’m at home waiting for customer to sit down.,0.95,1,down,저는 집에서 고객이 앉을 때까지 기다리고 있어요.
Walk up this street. Stand up. Let's raise our hands. Lift lift lift lifts us.',0.81,0,up,이 거리를 걸어가세요. 일어서세요. 손을 들어요. 들어올려 들어올려 들어올려요. 우리를 들어올려요.&#39;
Can you use a computer? I can’t imagine the world without her.,0.87,0,without,컴퓨터를 쓸 수 있어? 그녀 없는 세상은 상상할 수 없어.
May I use your bathroom?,1.0,1,bathroom,욕실을 쓸 수 있나요?
My cat is in the bathtub.,0.87,1,bathtub,내 고양이가 욕조에 있어요.
"Excuse me, where is the restroom?",0.94,1,restroom,"실례합니다만, 화장실은 어디에 있나요?"
There is a toilet in the bathroom.,0.87,1,toilet,욕실에 화장실이 있습니다.
My uncle is painting the wall is dirty.,0.74,0,wall,삼촌이 벽을 더럽게 칠하고 있어요.
She can’t see anything without her glasses.,0.99,1,glasses,그녀는 안경 없이는 아무것도 볼 수 없습니다.
I’m looking for sunglasses that make me giggle.,0.97,1,sunglasses,웃음이 나오는 선글라스를 찾고 있어요.
Do you need a glass?,1.01,1,glass,잔이 필요하신가요?
He is blind because he can't see.,0.99,1,blind,그는 아무것도 볼 수 없기 때문에 눈이 멀었습니다.
I have very good sight.,1.01,1,sight,저는 시력이 아주 좋습니다.
The main composition of hair is keratin.,0.84,1,hair,머리카락의 주요 구성 성분은 케라틴입니다.
The man is hairy because of his hair.,0.87,1,hairy,그 남자는 머리카락 때문에 털이 많다.
I look silly with my new hairstyle.,1.0,1,hairstyle,새로운 헤어스타일로 우스꽝스러워 보이네요.
I have a new comb to use on this hair.,0.96,1,comb,이 머리카락에 쓸 새로운 빗이 생겼어요.
I bought a red hairpin for her birthday.,0.99,1,hairpin,나는 그녀의 생일에 빨간색 머리핀을 샀다.
Lisa has curly hair.,0.99,1,curly,리사는 곱슬머리예요.
He got some mustard on his mustache.,0.99,1,mustache,그는 콧수염에 겨자를 묻혔다.
The girl wrinkled her eyebrows at the sweater.,0.73,0,wrinkle,소녀는 스웨터를 보고 눈썹을 찌푸렸다.
Come inside my house before it gets dark.,1.01,1,inside,어두워지기 전에 내 집으로 들어오세요.
All doors in a bank open inward.,0.87,1,inward,은행의 모든 문은 안쪽으로 열립니다.
I entered the room; I entered my house.,0.99,1,in,나는 방에 들어갔다. 나는 내 집에 들어갔다.
The teacher has The list includes her name on page 8.,0.67,0,include,선생님은 8쪽에 그녀의 이름이 적힌 목록을 가지고 계십니다.
My sister reads the newspaper every morning.,0.99,1,newspaper,내 여동생은 매일 아침 신문을 읽습니다.
My sister reads the newspaper and I saw her picture in the magazine.,0.89,1,magazine,"제 여동생은 신문을 읽는데, 잡지에서 그녀의 사진을 봤어요."
The taxi driver listens to music on radio.,1.0,1,radio,택시 운전사는 라디오로 음악을 듣는다.
Here is a sentence that meets the requirements: They cut the paper while we look at page 8.,0.89,1,page,다음은 요구 사항을 충족하는 문장입니다: 우리가 8페이지를 보는 동안 그들은 종이를 잘랐습니다.
The news surprised me when I learned it.,0.99,1,news,나는 그 소식을 듣고 놀랐다.
I know an interesting website that shows my hometown.,0.95,1,website,제 고향을 보여주는 흥미로운 웹사이트를 알고 있어요.
I sometimes play chess and also video games.,1.0,1,sometimes,저는 가끔 체스도 하고 비디오 게임도 하죠.
I have a habit of waking up late.,1.01,1,habit,나는 늦게 일어나는 습관이 있다.
"She's almost always late, and so am I.",0.85,1,always,"그녀는 거의 항상 늦고, 나도 그렇다."
I’ve seen this movie once.,1.01,1,once,이 영화를 한 번 봤어요.
I’ll call you again when I return home.,0.97,1,again,집에 돌아가면 다시 전화드릴게요.
Sit down.,0.96,1,repeat,앉으세요.
The boring movie ended finally at last.,1.0,1,finally,지루했던 영화가 드디어 끝났네요.
I think the picture is funny.,1.0,1,funny,그 사진이 재밌는 것 같아요.
You look so sad because it's a sad film.,0.94,1,sad,당신이 너무 슬퍼 보이는 건 이 영화가 슬픈 영화이기 때문이야.
I like telling jokes that are really funny.,1.0,1,joke,저는 정말 재밌는 농담을 하는 걸 좋아해요.
He sighed at the crowd.' is not a complete sentence; it's a quotation.' is not a complete sentence; it's a quotation.' is not a complete sentence; it',0.67,1,sigh,그는 군중을 향해 한숨을 쉬었다.&#39;는 완전한 문장이 아닙니다. 인용문입니다.&#39;는 완전한 문장이 아닙니다. 인용문입니다.&#39;는 완전한 문장이 아닙니다.
You talk nonsense all the time.,1.0,1,nonsense,당신은 항상 말도 안되는 소리를 하죠.
She’s from Canada.,0.99,1,Canada,그녀는 캐나다 출신이에요.
He is from China.,0.86,1,China,그는 중국 사람입니다.
"She is from Japan, and I am too.",0.88,1,Japan,그녀는 일본 사람이고 나도 일본 사람이에요.
"I’m from Seoul, Korea, and I love Korean history.",0.95,1,Korea,저는 한국 서울 출신이고 한국 역사를 좋아해요.
I’m a fan of Korean is my favorite subject.,0.95,1,Korean,저는 한국어를 좋아하고 한국어가 제가 가장 좋아하는 과목이에요.
He’s from Brazil.,0.99,1,Brazil,그는 브라질 출신이에요.
We are from India.,0.86,1,India,우리는 인도에서 왔어요.
The world has become a global village.,1.0,1,world,세계는 지구촌이 되었습니다.
I can do anything.,0.98,1,any,나는 무엇이든 할 수 있어요.
The store is open every day except Sunday. The store is open every day except Sunday.,0.72,1,except,매장은 일요일을 제외하고 매일 영업합니다. 매장은 일요일을 제외하고 매일 영업합니다.
I’m curious about who the painter is.,0.99,1,who,그 화가가 누구인지 궁금해요.
Many people are waving their hands around friends.,1.0,1,people,많은 사람들이 친구 주위로 손을 흔든다.
He can understand I don't have any rules.,0.98,0,understand,그는 내가 아무런 규칙도 없다는 걸 이해할 수 있어요.
I’ll explain the rules of this game.,1.0,1,explain,이 게임의 규칙을 설명하겠습니다.
It is my principle not to be late.,0.87,1,principle,저는 늦지 않으려고 노력합니다.
They were trying to justify themselves publicly.,0.99,1,justify,그들은 공개적으로 자신들의 정당성을 입증하려고 노력했습니다.
People don't believe his illogical argument.,0.99,1,illogical,사람들은 그의 비논리적인 주장을 믿지 않는다.
Whose paintbrush is it? The paint is faint.,0.84,0,paintbrush,누구의 페인트브러쉬인가? 페인트가 희미하다.
My uncle is using the paint is faint.,0.75,0,paint,삼촌이 사용하는 페인트가 희미해요.
She took the eraser between her thumb and forefinger.,0.97,1,eraser,그녀는 엄지와 검지손가락 사이에 지우개를 끼웠다.
Harry is the best actor.,0.88,1,actor,해리는 최고의 배우예요.
Is the actress kind?,0.85,0,actress,그 여배우는 친절한가요?
I stared at the star.,1.01,1,star,나는 별을 바라보았다.
I play the role of Pinocchio.,1.0,1,role,저는 피노키오 역을 맡았어요.
The famous artist is also a popular guitarist.,0.86,1,famous,이 유명한 예술가는 또한 인기 있는 기타리스트이기도 합니다.
Football is my favorite sport.,0.86,1,favorite,제가 가장 좋아하는 스포츠는 축구입니다.
It's a common mistake that friends share food preferences.,0.93,1,common,친구끼리 음식 선호도가 비슷하다는 것은 흔한 실수입니다.
I love my job.,0.99,1,job,저는 제 직업을 좋아해요.
Hard work brings its own rewards and success.,0.99,1,work,열심히 일하면 보상과 성공이 따른다.
It’s time to do my homework every day.,0.98,1,homework,매일 숙제를 할 시간이 됐습니다.
I worked for 5 years at the company.,1.0,1,company,저는 그 회사에서 5년간 일했습니다.
Students should report their project's progress regularly.,0.98,1,progress,학생들은 프로젝트 진행 상황을 정기적으로 보고해야 합니다.
Our factory has to hire more workers.,0.99,1,hire,우리 공장에서는 노동자를 더 고용해야 합니다.
"He repairs computers, including my car is being repaired.",0.96,0,repair,"그는 컴퓨터를 수리하는데, 제 차도 수리 중입니다."
"I can’t help you. She’s in trouble and needs help. You should take some medicine. Help me, please.",0.83,1,help,나는 당신을 도울 수 없습니다. 그녀는 곤경에 처해 있고 도움이 필요합니다. 당신은 약을 먹어야 합니다. 제발 도와주세요.
What is the problem? The problem is simple but not easy.,0.75,1,problem,문제는 무엇인가? 문제는 간단하지만 쉽지 않다.
I can solve this math problem easily.,1.0,1,solve,나는 이 수학 문제를 쉽게 풀 수 있다.
"Bugs are bugging me, what is the problem?",1.0,1,bug,"벌레 때문에 짜증이 나는데, 뭐가 문제일까요?"
What direction is the railway station in?,0.79,1,direction,기차역은 어느 방향에 있나요?
The wind is coming from the north.,1.0,1,north,바람이 북쪽에서 불어온다.
The railway station is west of that point.,0.86,1,west,기차역은 그 지점의 서쪽에 있습니다.
"If that way is east, then this way is west.",0.82,1,east,"저 길이 동쪽이라면, 저 길은 서쪽이다."
I’m not sure that’s correct.,1.0,1,correct,그게 맞는지 잘 모르겠어요.
It's a common mistake to overlook such errors.,0.9,1,error,이런 오류를 간과하는 것은 흔한 실수입니다.
You look like a detective anyway.,1.0,1,anyway,어쨌든 당신은 형사처럼 보이잖아요.
Let's go outside and play some ball.,1.0,1,outside,밖으로 나가서 공놀이를 하자.
We enjoy outdoor activities and go outside.,0.99,1,outdoor,"우리는 야외 활동을 좋아하고, 밖으로 나가는 것을 좋아합니다."
I parked at the park.,1.01,1,park,나는 공원에 주차했다.
We’re at the playground.,1.0,1,playground,우리는 놀이터에 있어요.
We had fun at the beach.,1.01,1,beach,우리는 해변에서 즐거운 시간을 보냈습니다.
She is swinging the swing at the playground.,0.99,1,swing,그녀는 놀이터에서 그네를 타고 있다.
I have a stomachache after eating too much.,0.98,1,stomachache,너무 많이 먹은 뒤에 배가 아프다.
"I have a toothache, so I'll go to the dentist.",0.92,1,toothache,치통이 있어서 치과에 가야겠어요.
The stomach plays an important role in digestion.,0.99,1,stomach,위는 소화에 중요한 역할을 합니다.
There is a lot of competition between clubs to attract students.,0.76,1,competition,학생을 유치하기 위해 각 동아리 간에 경쟁이 치열합니다.
"I’m on the soccer team, and he won the match.",0.93,1,match,"저는 축구팀에 속해 있고, 그는 경기에서 이겼습니다."
I tied the necktie and drew a winner.,1.0,1,tie,나는 넥타이를 매고 당첨자를 뽑았습니다.
Don’t compare yourself with others; they’re not same.,0.95,1,compare,다른 사람과 자신을 비교하지 마세요. 그들은 똑같지 않습니다.
We can recycle the cycle and reduce waste.,1.0,1,waste,우리는 순환을 재활용하고 폐기물을 줄일 수 있습니다.
Smart phones are very useful if you can use one.,0.96,1,use,스마트폰은 가능하다면 매우 유용합니다.
We have to preserve the environment.,0.97,1,preserve,우리는 환경을 보존해야 합니다.
We are collecting money for charity.,0.99,1,collect,우리는 자선단체에 기부금을 모으고 있습니다.
I’ll throw this into the trash can.,1.01,1,trash,이걸 쓰레기통에 버릴게요.
I’d like to travel to lots of foreign countries.,0.94,1,travel,저는 많은 외국을 여행하고 싶습니다.
I train my team as we watch the train.,0.97,1,train,나는 기차를 바라보면서 팀을 훈련시킨다.
Don’t move until I tell you carry books upstairs.,0.95,1,move,내가 책을 위층으로 옮기라고 할 때까지 움직이지 마.
Then what piece should I move? Let’s exchange bags. Carry the books upstairs.,0.85,1,transfer,그럼 어떤 조각을 옮겨야 할까? 가방을 바꾸자. 책은 위층으로 가지고 가자.
The roller coaster suddenly rises and loops.,0.99,1,roll,롤러코스터가 갑자기 상승해서 휘청거립니다.
Falling rocks are dangerous.,0.9,1,dangerous,떨어지는 돌은 위험해요.
Ham is harmful to our health.,0.87,1,harmful,햄은 우리 건강에 해롭습니다.
Look out! You look so dangerous.,0.97,1,danger,조심하세요! 너무 위험해 보여요.
She met her misfortune with great courage.,0.99,1,misfortune,그녀는 큰 용기로 자신의 불행을 맞이했습니다.
Be careful not to cut your fingers.,0.86,1,careful,손가락을 자르지 않도록 조심하세요.
Let's go outside. Look out! I'm leaving now.,0.91,1,out,밖으로 나가자. 조심해! 지금 떠날게.
She is going upstairs to carry books.,1.0,1,upstairs,그녀는 책을 가지고 위층으로 올라갑니다.
The desk is made of white wood.,0.94,1,desk,책상은 흰색 나무로 만들어졌습니다.
The lunch box is inside the fridge.,0.87,1,fridge,도시락은 냉장고 안에 있어요.
She is wiping the window and filling glass.,1.0,1,window,그녀는 창문을 닦고 유리창을 채우고 있다.
I'm at home.,0.86,1,home,나는 집에 있어요.
There are many floors in the building downstairs.,0.86,1,floor,건물 아래층에는 여러 층이 있습니다.
That ball is far from me.,0.88,1,far,그 공은 나에게서 멀리 떨어져 있어요.
What’s the distance between Seoul and Busan? Helen’s house is far off.,0.88,0,distance,서울과 부산의 거리는 얼마예요? 헬렌의 집은 멀리 떨어져 있어요.
Go along this way and take your time.,0.87,1,along,이 길로 가서 시간을 여유롭게 잡으세요.
