final_sentence,grammar_score,coherence_score,word,sentence_meaning
The distance between Seoul and Busan is 380 kilometers.,0.83,1,kilometer,서울에서 부산까지의 거리는 380km이다.
I was rude to my mom.,0.88,1,rude,나는 엄마에게 무례했다.
"I was rude to my mom, don’t scold me too coldly.",0.84,1,scold,제가 엄마에게 무례했어요. 너무 차갑게 꾸중하지 마세요.
Ambitious people are always diligent and hard workers.,0.85,1,diligent,야심 있는 사람들은 항상 부지런하고 열심히 일합니다.
"When I was an elementary school student, I was outgoing.",0.8,1,outgoing,저는 초등학교 때 사교적인 편이었습니다.
It is unkind of her to say that.,0.94,1,unkind,그녀가 그런 말을 하는 건 친절하지 않아요.
He is antisocial due to his bad temper.,0.87,1,antisocial,그는 성격이 나빠서 반사회적이다.
The careless driver didn't slow down; he missed the ball.,0.92,1,careless,부주의한 운전자는 속도를 줄이지 않았다. 그는 공을 놓쳤다.
Stretch your body before playing any sport.,0.86,1,body,스포츠를 하기 전에 몸을 스트레칭하세요.
Hockey players use this stick on a spoon.,1.0,0,stick,하키 선수들은 이 스틱을 숟가락에 사용합니다.
A ball has a round shape.,1.0,1,shape,공은 둥근 모양을 가지고 있습니다.
You are strong and brave.,0.88,1,strong,당신은 강하고 용감합니다.
"That's enough cake, I'm full.",0.63,1,enough,"케이크는 이제 그만, 배불러요."
I have nothing to hide behind.,1.0,1,nothing,저는 숨을 곳이 없습니다.
I can do anything for you.,1.0,1,anything,저는 당신을 위해 무엇이든 할 수 있어요.
The boy has a runny nose.,1.01,1,runny nose,그 소년은 콧물이 흐릅니다.
I have a runny nose and a cough.,1.0,1,runny,콧물이 나고 기침이 나요.
I have a fever and I have an allergy to peanuts.,0.91,1,allergy,저는 열이 있고 땅콩 알레르기가 있습니다.
I’m sure I can win some and lose some.,0.94,1,win,이길 수도 있고 질 수도 있을 거라고 확신해요.
I dream about toys every night.,1.01,1,dream,나는 매일 밤 장난감에 대한 꿈을 꾼다.
People are afraid of bombs and explosions.,0.87,1,bomb,사람들은 폭탄과 폭발을 두려워합니다.
I'm shooting at the goal!,1.0,1,goal,나는 목표를 향해 총을 쏘아요!
The professor failed him in modern art.,0.75,0,fail,그 교수는 현대 미술에서 그에게 낙제점을 주었습니다.
The world would be a better place without war!,0.84,1,war,전쟁이 없다면 세상은 더 나은 곳이 될 것입니다!
He hit the ball to score a goal.,1.01,1,score,그는 공을 차서 골을 넣었다.
We need to learn how to dominate feelings.,0.99,1,dominate,우리는 감정을 지배하는 법을 배워야 합니다.
I'll explain the rules of this game.,1.0,1,rule,이 게임의 규칙을 설명하겠습니다.
Cooking spaghetti is simple but not easy.,0.86,1,simple,스파게티 요리는 간단하지만 쉽지는 않습니다.
Let's switch the switches.,1.0,1,switch,스위치를 바꿔보자.
We don't want to complicate this situation more.,0.97,1,complicate,우리는 이 상황을 더 복잡하게 만들고 싶지 않습니다.
"We need fresh air because the skunk stinks. It smells good. Touch your nose. We need fresh air. This sentence meets all the requirements: It includes the word ""the skunk stinks."" It smell",0.75,1,stink,스컹크가 냄새가 나기 때문에 신선한 공기가 필요합니다. 냄새가 좋습니다. 코를 만져보세요. 신선한 공기가 필요합니다. 이 문장은 모든 요건을 충족합니다. &quot;스컹크가 냄새가 난다&quot;는 단어가 포함되어 있습니다. 냄새가 난다
"However, here's a revised attempt: To dominate one's emotions, we must touch our bodies. This sentence follows the given rules and conveys a clear idea about managing emotions in a healthy way.",0.85,1,feel,"하지만, 여기 수정된 시도가 있습니다. 감정을 지배하려면, 우리는 몸을 만져야 합니다. 이 문장은 주어진 규칙을 따르고 건강한 방식으로 감정을 관리하는 것에 대한 명확한 아이디어를 전달합니다."
We must sit down while watching the bun burning.,0.97,1,burn,우리는 앉아서 빵이 타는 것을 지켜봐야 해요.
"The five senses are touch, smell, taste, sight, and hearing.",0.84,1,sense,"오감은 촉각, 후각, 미각, 시각, 청각입니다."
We all learn by experience effectively.,0.97,1,experience,우리는 모두 경험을 통해 효과적으로 배웁니다.
My first impression of a new classmate was good.,0.84,1,impression,새로운 반 친구에 대한 첫인상은 좋았습니다.
Let's forgive and forget what she did.,1.0,1,forget,그녀가 한 일을 용서하고 잊읍시다.
Do you remember my name? I will always forget it.,0.93,1,remember,내 이름 기억나? 나는 영원히 잊을 거야.
Do you mind if I kill this bug?,1.01,1,mind,이 벌레를 죽여도 괜찮나요?
Time is gold; time is always too fast.,0.87,1,time,시간은 금이다. 시간은 항상 너무 빠르다.
"At that moment, time is gold.",0.88,1,moment,"그 순간, 시간은 금이다."
This aspirin will cure your pain.,1.0,1,as,이 아스피린은 당신의 통증을 치료할 것입니다.
This pencil case is very cheap.,0.88,1,cheap,이 연필 케이스는 매우 저렴해요.
This teddy bear is too expensive.,0.93,1,expensive,이 테디베어는 너무 비싸요.
The price depends on the quantity of goods.,0.99,1,price,가격은 상품의 수량에 따라 달라집니다.
They gave a free street concert to entertain people.,0.97,1,free,그들은 사람들을 즐겁게 하기 위해 무료 거리 콘서트를 열었습니다.
The ring has the shape of a circle.,1.0,1,circle,반지는 원형 모양입니다.
The ring has the shape of a circle.,1.0,1,ring,반지는 원형 모양입니다.
The moon is round like a ball.,0.87,1,round,달은 공처럼 둥글다.
The skater is spinning while throwing the ball.,0.99,1,spin,스케이터는 공을 던지면서 회전하고 있습니다.
The teacher wrote a triangle is a shape on the blackboard.,0.91,1,triangle,선생님은 칠판에 삼각형이 도형이라고 적었습니다.
He is a baby. This is my doll.,0.85,0,baby,그는 아기입니다. 이것은 내 인형입니다.
My mom is suffering from a bad headache.,0.99,1,headache,제 엄마는 심한 두통을 앓고 있어요.
My sister has a fever and I'm sick.,0.98,1,fever,제 여동생은 열이 있고 저는 아파요.
The bony man looks sad because he is nice.,0.98,0,bony,뼈대만 남은 그 남자는 친절하기 때문에 슬퍼 보인다.
My mother felt dizzy when she stood.,1.01,1,dizzy,어머니는 일어설 때 현기증을 느꼈습니다.
"Hard work brings its own rewards, I think.",1.01,1,reward,열심히 일하면 그만큼 보상이 따른다고 생각합니다.
I need two tickets.,0.98,1,ticket,티켓 2장이 필요해요.
He bought a TV and it came with a one year guarantee.,0.9,1,guarantee,"그는 TV를 샀는데, 1년 보증이 있었어요."
Could you show me a receipt?,1.0,1,receipt,영수증을 보여 주실 수 있나요?
Can I have a refund on these pants?,1.01,1,refund,이 바지 환불받을 수 있나요?
He can't borrow money because of poor credit.,0.98,1,borrow,그는 신용이 좋지 않아 돈을 빌릴 수 없습니다.
We went to the bank because we needed money.,0.97,1,bank,우리는 돈이 필요해서 은행에 갔다.
"When you laugh, your brain works better.",1.01,1,laugh,웃으면 뇌가 더 잘 작동합니다.
I come home at 6 p.m.,1.0,1,at,나는 오후 6시에 집에 온다
You have a cute smile. Keep smiling. Touch your cheek. Greet each other with a smile. Touch your chin.,0.85,1,smile,당신은 귀여운 미소를 가지고 있습니다. 계속 웃으세요. 뺨을 만지세요. 미소로 서로 인사하세요. 턱을 만지세요.
I blush when I'm happy.,1.0,1,blush,나는 행복하면 얼굴이 붉어진다.
I only have half of the harp.,1.01,1,half,하프가 반밖에 없어요.
It's about two fools who collect old cell phones.,0.95,1,about,오래된 휴대전화를 수집하는 두 바보에 대한 이야기입니다.
The village is vacant. My bowl is empty.,0.84,0,vacant,"마을은 텅 비어 있고, 내 그릇은 비어 있다."
"Then, what piece should I move? Divide this pizza into eight pieces. Why do you break the bricks? Here is some glue.",0.86,0,piece,그럼 어떤 조각을 옮겨야 할까? 이 피자를 여덟 조각으로 나누세요. 왜 벽돌을 부수나요? 여기에 접착제가 있어요.
Close the door. I’m at home.,0.99,1,away,문 닫아. 난 집에 있어.
I like to travel alone.,1.01,1,alone,나는 혼자 여행하는 것을 좋아한다.
I'd like to have my phone disconnected as of September 22.,0.87,1,disconnect,9월 22일부터 휴대전화 연결을 해제하고 싶습니다.
Jane is a very independent young woman.,0.85,1,independent,제인은 매우 독립적인 젊은 여성입니다.
It’s time to exchange our holiday gifts.,0.99,1,exchange,이제 휴일 선물을 교환할 시간입니다.
I'll send you a text message while I'm at home.,0.89,1,send,집에 있는 동안 문자 메시지를 보내드릴게요.
My grandmother taught me how to sew.,0.98,1,sew,할머니께서 저에게 바느질하는 법을 가르쳐 주셨어요.
He wants to invent something new and wonderful.,0.99,1,invent,그는 뭔가 새롭고 멋진 것을 발명하고 싶어합니다.
Where did this dance originate from?,1.0,1,originate,이 춤은 어디에서 유래되었을까?
I entered the room and thanked my friend.,0.99,1,enter,나는 방에 들어가서 친구에게 고마움을 표했다.
I want a key to my property.,1.0,1,key,내 집 열쇠가 필요합니다.
We were standing by the door.,1.0,1,door,우리는 문 옆에 서 있었습니다.
Somebody is knocking on the door. We should close it.,0.93,1,knock,누군가 문을 두드리고 있어요. 문을 닫아야 해요.
My dog is at the gate.,0.88,1,gate,내 개가 문 앞에 있어요.
"Follow me, I'll show you the way.",1.01,1,way,나를 따라오세요. 길을 알려드릴게요.
You should lock your locker. It is my key. Close the door.,0.86,1,lock,사물함을 잠가야 해. 내 열쇠야. 문을 닫아.
The IT specialist's job is to input data.,0.84,1,input,IT 전문가의 역할은 데이터를 입력하는 것입니다.
I replied to his reply immediately.,0.97,1,reply,나는 그의 답장에 즉시 답장했다.
"I asked her a question, but she didn’t respond.",0.95,1,respond,"나는 그녀에게 질문을 했지만, 그녀는 대답하지 않았다."
I know the answer. Stand up.,0.99,1,answer,나는 답을 알아. 일어서.
He can’t contact anyone if he doesn’t know your number.,0.89,1,contact,그는 당신의 전화번호를 모르면 아무에게도 연락할 수 없습니다.
I’ll send you a text message later today.,0.98,1,message,오늘 나중에 문자 보내드릴게요.
The TV is wide and It’s big.,1.01,1,wide,TV가 넓고 커요.
The bus is big; it’s a broad road.,0.99,0,broad,버스는 크고 도로도 넓어요.
Don’t swim in deep water.,0.88,1,deep,깊은 물에서 수영하지 마세요.
I’ll visit you next time.,1.01,1,visit,다음에 또 찾아뵙겠습니다.
We navigate with a navigation system.,0.99,1,navigate,우리는 네비게이션 시스템을 이용해 길을 찾습니다.
The guide is guiding us through the wilderness.,0.98,1,guide,가이드가 우리를 황야로 안내하고 있어요.
Scientists are questioning Christopher Columbus' famous discovery claim.,0.94,1,discover,과학자들은 크리스토퍼 콜럼버스의 유명한 발견 주장에 의문을 제기하고 있습니다.
I was tired from the long journey.,0.87,1,journey,나는 긴 여행으로 지쳐 있었다.
The table is dirty and has a ball.,0.69,1,table,테이블이 더럽고 공이 있어요.
Let's make groups. What’s our favorite club?,0.96,0,group,그룹을 만들어 보자. 우리가 가장 좋아하는 동아리는 어디야?
Let’s gather in the room.,1.01,1,gather,방에 모이자.
He should classify the books into three types.,1.0,1,classify,그는 책을 세 가지 유형으로 분류해야 합니다.
I hit the ball while I’m shooting at the goal.,0.92,1,shoot,나는 골을 향해 슛을 하면서 공을 쳤다.
"Let’s go there later, Come here, please.",1.02,0,there,거기는 나중에 가자. 여기로 와.
Let’s go out. Let’s have a party. Let’s meet there.,0.82,1,Let’s,나가자. 파티하자. 거기서 만나자.
I hit the ball.,0.99,1,hit,나는 공을 쳤다.
The teacher wrote that is Susan’s ruler.,0.75,0,ruler,선생님은 이것이 수잔의 자라고 쓰셨습니다.
Her father is a great king.,0.88,1,king,그녀의 아버지는 위대한 왕이다.
The butter tastes bitter despite its smell.,1.0,1,taste,버터는 냄새에도 불구하고 쓴 맛이 난다.
"I don’t like pepper, this is strawberry.",1.01,0,pepper,저는 후추를 좋아하지 않아요. 이건 딸기예요.
The chef adds more flour and salt.,1.01,1,salt,요리사는 밀가루와 소금을 더 넣습니다.
This food is too spicy.,0.88,1,spicy,이 음식은 너무 매워요.
Why do you break bricks?,0.96,1,block,왜 벽돌을 깨나요?
The result did not satisfy me. I got second prize.,0.93,0,result,결과는 만족스럽지 않았습니다. 2등상을 받았습니다.
I’ve recorded it on the recorder.,0.99,1,record,저는 그것을 녹음기로 녹음했어요.
Let's forgive and forget what happened yesterday.,0.99,1,forgive,어제 일어난 일을 용서하고 잊읍시다.
I hope my grandfather will recover soon.,0.97,1,hope,할아버지께서 빨리 회복하시길 바랍니다.
I'm hopeful that my grandfather will recover soon.,0.95,1,hopeful,저는 할아버지께서 곧 회복되시기를 바랍니다.
Look! There are cans. I can fly. I can do anything.,0.88,0,can,보세요! 캔이 있어요. 날 수 있어요. 뭐든 할 수 있어요.
I promise I'll come back.,0.99,1,promise,꼭 다시 올게요.
"The guide misled us, and she lied to mislead people.",0.96,1,mislead,"가이드는 우리를 오도했고, 사람들을 오도하기 위해 거짓말을 했습니다."
I can spell many English words because I can spell my name.,0.88,1,spell,저는 제 이름을 철자할 수 있기 때문에 많은 영어 단어를 철자할 수 있습니다.
"Don’t misunderstand me, I was just joking.",0.99,1,misunderstand,"오해하지 마세요, 그냥 농담이었어요."
I apologize for misspelling your name.,0.97,1,misspell,이름을 잘못 입력한 것에 대해 사과드립니다.
Don't waste money on useless things unnecessarily.,0.84,1,useless,불필요한 것에 돈을 낭비하지 마세요.
Smart phones are very useful. That was a wise choice.,0.8,0,useful,스마트폰은 매우 유용합니다. 그것은 현명한 선택이었습니다.
Every child's thoughts are important to them.,0.86,1,important,모든 아이의 생각은 그들에게 중요합니다.
The world has become a global village.,1.0,1,global,세계는 지구촌이 되었습니다.
I bought all the items on my shopping list.,0.98,1,all,쇼핑 목록에 있는 물건을 전부 샀어요.
Many people remember that he was a good general.,0.97,1,general,많은 사람들은 그가 훌륭한 장군이었다는 걸 기억한다.
Terrorism is now a universal concern together with all.,0.83,1,universal,테러리즘은 이제 모든 사람과 관련된 보편적인 문제가 되었습니다.
I'm a reporter who interviews movie stars.,0.99,1,interview,저는 영화배우들을 인터뷰하는 기자입니다.
The interviewer is going over Kate's resume.,0.98,1,interviewer,면접관이 케이트의 이력서를 검토하고 있습니다.
My sister is an announcer for BBC television.,0.86,1,announcer,제 여동생은 BBC 텔레비전의 아나운서입니다.
We elected John president of our class.,0.99,1,elect,우리는 존을 학급 회장으로 선출했습니다.
We should choose a right politician carefully.,0.99,1,politician,우리는 올바른 정치인을 신중하게 선택해야 합니다.
I haven't decided who I am going to vote for yet.,0.9,1,vote,아직 누구에게 투표할지 정하지 못했어요.
We elected John president of our class.,0.99,1,president,우리는 존을 학급 회장으로 선출했습니다.
They fought for democracy in their country.,0.99,1,democracy,그들은 자국의 민주주의를 위해 싸웠습니다.
The mayor is trying to help local people.,1.01,1,mayor,시장은 지역 주민들을 돕고자 노력하고 있다.
I can hardly believe it's my car!,1.0,1,hardly,이게 내 차라고는 도저히 믿겨지지 않아요!
He has a talent for acting.,1.01,1,act,그는 연기에 재능이 있다.
I believe in angles because I have friends like you.,0.94,0,believe,나는 당신과 같은 친구가 있기 때문에 각도가 존재한다고 믿습니다.
We will take a final examination tomorrow.,0.97,1,examination,우리는 내일 기말고사를 볼 것입니다.
Let me examine your teeth. Look at the sky. Look at the sea. Look at the sky.,0.76,0,examine,당신의 이를 검사해 볼게요. 하늘을 보세요. 바다를 보세요. 하늘을 보세요.
I like to study in the library.,1.0,1,study,저는 도서관에서 공부하는 것을 좋아해요.
I reviewed the book before the test.,0.99,1,test,나는 시험 전에 책을 복습했다.
I scanned the boy and searched my room.,0.99,1,scan,나는 그 소년을 훑어보고 내 방을 수색했다.
Scientists perform many experiments daily at their labs.,0.97,1,experiment,과학자들은 매일 실험실에서 많은 실험을 수행합니다.
We measured the weight of the pumpkin.,0.99,1,measure,우리는 호박의 무게를 측정했습니다.
I go to school at 8 a.m.,1.0,1,go to school,나는 오전 8시에 학교에 간다
Let's go to the subway station.,1.0,1,to,지하철역으로 가자.
The army defended our enemy while I was training.,0.97,1,defend,내가 훈련하는 동안 군대는 적을 방어했다.
We should protect our environment.,0.96,1,protect,우리는 환경을 보호해야 합니다.
They are guarding the start of the fencing tournament.,0.96,1,guard,그들은 펜싱 토너먼트의 시작을 지키고 있습니다.
Sit down and come inside my house.,0.87,1,do,앉아서 내 집으로 들어오세요.
The best way to learn is through experience.,0.93,1,learn,배우는 가장 좋은 방법은 경험을 통해서입니다.
The store manager is who is the chief manager of this store.,0.5,0,manage,매장 관리자는 이 매장의 최고 경영자입니다.
I train my team to improve English skills.,0.99,1,improve,저는 팀원들의 영어 능력을 향상시키기 위해 훈련합니다.
Nobody can imitate his dancing.,0.99,1,imitate,그의 춤을 따라할 수 있는 사람은 아무도 없습니다.
There is no life after death for him now.,0.85,1,death,이제 그에게는 죽음 이후의 삶이 없습니다.
She survived in the survival game despite challenges.,0.98,1,survive,그녀는 어려움에도 불구하고 생존 게임에서 살아남았습니다.
My sister knows how to enjoy life.,1.01,1,life,내 여동생은 삶을 즐기는 법을 알고 있어요.
Your health is the most important thing.,0.87,1,heal,가장 중요한 것은 건강입니다.
My brothers fight with each other every day.,1.0,1,fight,내 형제들은 매일 서로 싸웁니다.
Let's meet there. Nice to meet you.,0.98,1,meet,거기서 만나요. 만나서 반갑습니다.
I attend a book discussion twice a month.,0.99,1,discussion,저는 한 달에 두 번씩 독서 토론회에 참석합니다.
The price depends on the quantity of goods.,0.99,1,quantity,가격은 상품의 수량에 따라 달라집니다.
I can solve this math problem because I have class on Monday.,0.89,1,math,월요일에 수업이 있기 때문에 이 수학 문제를 풀 수 있어요.
You have the wrong number.,1.01,1,number,잘못된 전화번호를 입력하셨습니다.
I’m counting numbers.,0.97,1,count,나는 숫자를 세고 있어요.
The world's population is more than 7 billion.,0.84,1,population,세계 인구는 70억 명이 넘습니다.
Let's reduce food and plastic waste.,1.0,1,reduce,음식과 플라스틱 폐기물을 줄여봅시다.
Close the door now and turn left to sit down.,0.82,1,cancel,이제 문을 닫고 왼쪽으로 돌아 앉으세요.
I am responsible for cooking dinner tonight.,0.9,1,responsible,오늘 저녁 식사 요리는 제가 담당이에요.
"I’m a reporter, and that's my responsibility.",0.96,1,report,"저는 기자이고, 그게 제 책임이에요."
I opened an account in a bank yesterday.,0.99,1,account,어제 은행에서 계좌를 개설했습니다.
Did you buy travel insurance?,1.0,1,insurance,여행보험은 들으셨나요?
"The coin is worth around 3,000 dollars.",0.87,1,worth,"이 동전의 가치는 약 3,000달러입니다."
How much is the fare to Busan?,0.87,1,fare,부산까지 요금은 얼마인가요?
There are products of high quality in store.,0.86,1,quality,매장에는 고품질의 제품이 준비되어 있습니다.
He bought a souvenir from his trip to London.,0.98,1,souvenir,그는 런던 여행 기념품을 샀다.
It’s a new shop.,1.01,1,new,새로운 가게예요.
My teacher looks very busy today.,1.0,1,busy,오늘 선생님은 매우 바빠 보이네요.
The fortune teller will foretell your future.,0.99,1,foretell,점쟁이는 당신의 미래를 예언해 줄 것입니다.
Let's make a plan for our vacation.,1.0,1,plan,휴가 계획을 세우자.
The fortune teller will ask about my future.,1.0,1,future,점쟁이는 나의 미래에 대해 물을 것이다.
The customer arrives with good news unexpectedly.,0.96,1,expect,고객은 예상치 못하게 좋은 소식을 가지고 찾아온다.
The math problem is Ten plus ten is twenty.,0.83,0,plus,수학 문제는 10 더하기 10은 20이라는 것입니다.
We need more extra time for the project.,1.0,1,extra,이 프로젝트에는 더 많은 시간이 필요합니다.
Highlight the word on the blackboard and look up.,0.83,1,word,칠판에 있는 단어를 강조 표시하고 위를 바라보세요.
Let's write a summary of this paragraph.,0.99,1,summary,이 문단의 요약을 적어 보겠습니다.
I reviewed the book before the test.,0.99,1,review,나는 시험 전에 책을 복습했다.
The manager says I’m waiting for the customer.,0.96,1,customer,매니저는 고객을 기다리고 있다고 말합니다.
This is my fan that blows cold air.,1.01,1,fan,이건 차가운 공기를 불어내는 선풍기예요.
Do you remember the members of our team?,0.99,1,member,우리 팀 멤버들을 기억하시나요?
Guess who the guest is at my party.,0.94,1,guest,내 파티에 누가 왔는지 맞춰 보세요.
Children have endless possibilities for development.,0.92,1,endless,아이들은 무한한 발전 가능성을 가지고 있습니다.
"I exercise every day, including Sunday.",1.0,1,every,저는 일요일을 포함해 매일 운동을 합니다.
"The exact time is 1:51 p.m., but I'm wrong.",0.83,1,exact,정확한 시간은 오후 1시 51분인데 제가 틀렸어요.
Hamlet is an immortal work that lasts forever.,0.99,1,immortal,햄릿은 영원히 지속되는 불멸의 작품입니다.
It is impossible to finish the project today.,0.93,1,impossible,오늘 프로젝트를 완료하는 것은 불가능합니다.
I can’t help you. How much money do you have?,0.9,1,low,저는 당신을 도울 수 없습니다. 당신은 얼마나 많은 돈을 가지고 있습니까?
There is a ball under the bed.,0.87,1,under,침대 밑에 공이 있어요.
I want milk. Be careful not to spill it.,0.96,1,milk,우유가 필요해. 쏟지 않게 조심해.
We need fresh air after long car rides.,1.01,1,air,장거리 자동차 운전 후에는 신선한 공기가 필요합니다.
We must watch out for fire at home.,1.01,1,fire,우리는 집에서 화재에 주의해야 합니다.
The automobile runs on electricity and solar energy.,0.97,1,electricity,자동차는 전기와 태양열로 구동됩니다.
A chef put butter and oil in a pan.,0.97,1,oil,요리사가 팬에 버터와 기름을 넣었습니다.
This is a non-smoking restaurant. I am driving a car.,0.92,0,nonsmoking,이곳은 금연 식당입니다. 저는 차를 운전하고 있습니다.
Cutting cake requires using a quarter dollar knife.,0.99,1,quarter,케이크를 자르려면 25센트짜리 칼을 사용해야 합니다.
They visit the museum every month annually.,1.0,1,annually,그들은 매년 매달 박물관을 방문합니다.
